Авторы;Идентификатор автора(ов);Название;Год
Lebedeva N.;"8719892500;";Cultural barriers of the Russian modernisation;2016
Nikolayuk E.A.;"57194717009;";Dynamics and structure of youth death causes in Russia and Europe;2016
Belousova V., Chichkanov N.;"55861727800;57190159951;";Knowledge-intensive business services in Russia: 2014-2015 crisis aftermath;2016
Smirnykh L.;"57194726601;";Is flexible labor good for innovation? Evidence from Russian firm-level data;2016
Simachev Y., Kuzyk M., Zudin N.;"36126955200;55904276800;57194721400;";Import dependence and import substitution in Russian manufacturing: A business viewpoint;2016
Ionov M., Toldova S.;"57192677241;56147544600;";Identification of singleton mentions in Russian;2016
Boykova M., Ilina I., Salazkin M.;"55904021400;57200264450;55903953800;";The smart city approach as a response to emerging challenges for urban development;2016
Moskovskaya A.;"6503871529;";Electronic 'knowledge factories' versus micro-environment of innovation: Who will win?;2016
Bartunov S., Kondrashkin D., Osokin A., Vetrov D.P.;"55583130200;57209369165;57210766875;8382687000;";Breaking sticks and ambiguities with adaptive skip-gram;2016
Fursov K., Roschina Y., Balmush O.;"22734005700;57191337103;57194688203;";Determinants of research productivity: An individual-level lens;2016
Zemtsov S., Muradov A., Wade I., Barinova V.;"56545702000;57207520974;57194656964;57193448189;";Determinants of regional innovation in Russia: Are people or capital more important?;2016
Ukolova E.M., Shumskiy V.B., Osin E.N.;"57193273667;57194653865;35737831400;";What makes a good relationship? Predictors of existential fulfilment in heterosexual romantic relationships;2016
Larionova M.;"56153880200;";Russian BRICS presidency: Models of engagement with international institutions;2016
Mikhnevich S.;"57194640257;";The glory of intelligence: China's smart power and the implications for security in the Asia-Pacific region;2016
Larionova M.;"56153880200;";"Evaluating global institutions' effectiveness; Assessing summit institutions engagement with other international organizations in the process of global governance";2016
Skriba A.;"57191542261;";The Eurasian Economic Union and the Silk road Economic belt: Players, interests and implementation challenges;2016
Makarov I., Sokolova A.;"57169907200;57216263061;";Coordination of the Eurasian economic Union and the Silk road economic Belt: Opportunities for Russia;2016
Romanova T.;"24779959300;";Institutional levels of analysis and the evolution of Russia - EU relations: Some Theoretical and practical Aspects;2016
Zuev V., Ostrovskaya E.;"56153933700;57203296404;";Setting up a system of global financial supervision;2016
Bordachev T., Kazakova A., Skriba A.;"56322540000;57194637492;57191542261;";Institutions for peaceful Eurasia;2016
Bratersky M.;"57190375307;";Isolationism versus Geopolitics: The dual role of the Eurasian Union in the system of global Governance;2016
Kulagin V., Melnikova S., Galkina A., Osipova E., Kozina E.;"56274242400;57194641410;56607057900;57194640420;57194639989;";The prospects for Russian gas in the European market within the context of changing market conditions, regulatory environment and the EU policy;2016
Ganyushkina E.;"57194639159;";Summing Up 70 Years of the United Nations: Differences on whether the UN security Council has legislative powers;2016
Maximova A.;"57194638812;";Which assistance is more effective? Kyrgyzstan's traditional and emerging bilateral donors;2016
Zemtsov S., Barinova V., Pankratov A., Kutsenko E.;"56545702000;57193448189;57194702068;55903194100;";Potential high-tech clusters in Russian regions: From current policy to new growth areas;2016
Ferguson I.A.;"57193588794;";The crisis of spheres of influence in the EU-Russia relationship;2016
Sergunin A.;"36770187400;";Russian perceptions of the Ukrainian crisis: From confrontation to damage limitation?;2016
Rossman V.;"55848477100;";Capital cities: Varieties and patterns of development and relocation;2016
Semenov A., Romov P., Neklyudov K., Yashkov D., Kireev D.;"57022170000;57022210200;57193489288;57193482861;57194523571;";Applications of machine learning in dota 2: Literature review and practical knowledge sharing;2016
Orekhov B., Krylova I., Popov I., Stepanova E., Zaydelman L.;"57190401804;56291787100;57194493923;57190404332;57203319992;";Russian minority languages on the web: Descriptive statistics;2016
Valova E.A., Slioussar N.A.;"57194506092;42162211500;";Comparing corpus and experimental approaches: A study of syntactic properties of the Russian enclitic že;2016
Galitsky B.A., Ilvovsky D.A., Chernyak E.L., Kuznetsov S.O.;"6603420071;55967196200;57207456339;7202573378;";Style and genre classification by means of deep textual parsing;2016
Stepanova M.E., Budnikov E.A., Chelombeeva A.N., Matavina P.V., Skorinkin D.A.;"55758991100;57194502529;57194510686;57194495462;56291668800;";Information extraction based on deep syntactic-semantic analysis;2016
Piperski A.Ch., Kukhto A.V.;"56292174100;57194504104;";Intra-speaker stress variation in Russian: A corpus-driven study of Russian poetry;2016
Koslowa O., Kutuzov A.;"57194492529;57194718597;";Improving distributional semantic models using anaphora resolution during linguistic preprocessing;2016
Knyazev S.V.;"57033876700;";Voice coarticulation across word boundaries as a cue for detecting prosodic breaks in standard Russian;2016
Artamonova A.V., Mitrofanova E.S.;"57190131946;57021862500;";Cohabitation in Russia: «trial» union or an independent social institution;2016
Lyashevskaya O.N., Kashkin E.V.;"37090988800;56292369600;";Welcome to the club: Designing the inventory of semantic roles for adjectives;2016
Vinogradova O.I.;"57194512012;";The role and applications of expert error annotation in a corpus of english learner texts;2016
Toldova S.Yu., Bergelson M.B., Khudyakova M.V.;"56147544600;9943127000;57034149900;";"Coreference in Russian oral movie retellings (the experience of coreference relations annotation in ""Russian CliPS "" corpus)";2016
Somin A.A., Poliy A.A.;"56291795900;57194496852;";Belarus vs. Belorussia: The structure of a linguo-political conflict in social media;2016
Iomdin B.L., Lopukhin K.A., Lopukhina A.A., Nosyrev G.V.;"36113739700;57034206500;56292060700;56292159400;";Word sense frequency of similar polysemous words in different languages;2016
Malkhazova S.M., Shartova N.V., Timonin S.A.;"6602455823;24167195800;55058982600;";Current situation and the trends of changes of the public health in Russia;2016
Kazun A.D.;"57193912167;";Why are russians not afraid of economic sanctions? Print media counter-rhetoric strategies;2016
Baranov A.N.;"7201564992;";About discursive modes of evaluation in Russian;2016
Apresjan V.Ju.;"55965625400;";Ischeznut' 'to disappear' and propast' 'to vanish': Polysemy and semantic motivation;2016
Apresjan V.Ju., Shmelev A.D.;"55965625400;57194493536;";Semantics and pragmatics of the Russian words poslednij and predposlednij;2016
Kozina I.M., Vinogradova E.V.;"6508006116;15047299300;";Young engineers: Work values and professional identity;2016
Arkhipenko K., Kozlov I., Trofimovich J., Skorniakov K., Gomzin A., Turdakov D.;"57194500559;56452492300;57194504077;57194513306;56453355000;35077216300;";Comparison of neural network architectures for sentiment analysis of Russian tweets;2016
Berdičevskis A., Eckhoff H., Gavrilova T.;"56479359600;55329130200;57194137519;";The beginning of a beautiful friendship: Rule-based and statistical analysis of middle Russian;2016
Zalessky N.V., Zyuzin P.V., Koncheva E.O.;"57194495959;57190969727;57194497752;";Reorganization of the spatial structure of a regional public transportation complex (case study of the Permsky Krai);2016
Koltsova O.Yu., Alexeeva S.V., Kolcov S.N.;"57210625799;56292079100;57194491676;";An opinion word lexicon and a training dataset for Russian sentiment analysis of social media;2016
Perova D.M., Bondarenko K.E., Dobrushina N.R.;"57194498441;57194503956;54972405500;";A database for variational studies of palatalized/velarized consonants preceding [e] in loanwords;2016
Talalakina E.V., Stukal D.K.;"55263019000;55627527700;";Incorporating academic skills into EFL curriculum: Teacher agency in response to global mobility challenges;2016
Baulin E., Yacovlev V., Khachko D., Spirin S., Roytberg M.;"55696335900;57194482846;57194479757;6602297394;6602080158;";URS DataBase: Universe of RNA structures and their motifs;2016
Babkova G.O.;"57194470035;";"Avraam Stepanovich sverchkov and ""embezzlers"" Family connections within Russian bureaucracy in the first half of the 18th century";2016
Lerman L., Kazakov A., Kulagin N.;"7006428382;57192956902;7004733575;";Relaxation oscillations and chaos in a duffing type equation: A case study;2016
Joukovskaïa A., Akelev E.;"55974538300;57189686193;";From cossack to noble: The Shagarovs, a microhistory of social mobility in Russia, 17th-18th centuries [Iz kazakov vo dvoriane: Shagarovy, mikroistoriia sotsial'noi mobil'nosti v Rossii, XVII-XVIII v.];2016
Kamenskii A.;"56529209400;";The Reviakins, merchants of Bezhetsk: A provincial family portrait in the eighteenth-century Russia [Bezhetskie kuptsy Reviakiny: Semeinyi portret v interére Rossiiskoi provintsii XVIII veka];2016
Borisov V.E.;"55929349700;";The Tomilovs, Siberian Petty Noblemen: Career, social connections and lifestyle at the age of transition from tsardom to empire;2016
Kolesnikov A.V., Lysenko N.;"7101682128;57264542300;";Remarks on mass transportation minimizing expectation of a minimum of affine functions;2016
Veselov D.A., Yarkin A.M.;"57194386456;57194393353;";Wealth distribution and political confict in the model of transition from stagnation to growth;2016
Isaev E.;"57194383990;";The militarization of the past in Russian popular historical films;2016
Tatevosov S.;"6603065762;";Structure and interpretation of tundra nenets verbs: Eventuality types and conjugation classes;2016
Gnidchenko A.A.;"55935059300;";Import substitution in Russian industry: Current situation and prospects;2016
Gritsenko V., Hulek K.;"7101892686;6602555455;";Moduli of polarized enriques surfaces;2016
Kalyagin V.A., Koldanov A.P., Koldanov P.A.;"13002922100;6603418986;55630761900;";Robust identification of subgraphs in a complete weighted graph associated with a set of random variables;2016
Mokeev D.B.;"56592820400;";Pq-könig extended forests and cycles;2016
Dvurechensky P., Gasnikov A., Gasnikova E., Matsievsky S., Rodomanov A., Usik I.;"56103984000;15762551000;26431855700;57194267205;56462877300;57194271019;";Primal-dual method for searching equilibrium in hierarchical congestion population games;2016
Shapirovsky I., Shehtman V.;"8716184900;16470280300;";Local tabularity without transitivity;2016
Figurnov M., Ibraimova A., Vetrov D., Kohli P.;"57194205652;57194215931;8382687000;14035707300;";PerforatedCNNs: Acceleration through elimination of redundant convolutions;2016
Polishchuk L., Sharygina Y.;"7006545184;57194149270;";Gating in Russia: Exit into private communities, and implications for governance;2016
Bogolubsky L., Gusev G., Raigorodskii A., Tikhonov A., Zhukovskii M., Dvurechensky P., Gasnikov A., Nesterov Y.;"56017505600;16419882600;6603605028;57213935150;35811781600;56103984000;15762551000;7003398323;";Learning Supervised pagerank with gradient-based and gradient-free optimization methods;2016
Portnova G., Atanov M., Gladun K., Martynova O.;"18038393800;57190060876;56503844700;7005067326;";Resting state EEG correlates with doppler ultrasound data and cognitive impairment in patients with chronic ischemia and after stroke;2016
Bakhtin P., Saritas O.;"57193674146;6506092892;";Tech Mining for Emerging STI Trends Through Dynamic Term Clustering and Semantic Analysis: The Case of Photonics;2016
Tumanova A.S.;"39764677100;";Learned societies in Russia during world war I: Creating a “home front”;2016
Muravyeva M.;"55962543500;";Abduction of Women in Early Modern Russia: Modernizing the Empire;2016
Borisova T.;"36455542800;";Public Meaning of the Zasulich Trial 1878: Law, Politics and Gender;2016
Muravyeva M.;"55962543500;";Gender and Crime in Russian History;2016
Kiselnikov A.A.;"57210587545;";Neurophenomenological theory of freedom: Sartre’s existential philosophy and hard problem of consciousness;2016
Kolozaridi P.;"57191286897;";The obscurity meme;2016
Kolpinets E.;"57194026130;";The celebrity as part of the digital everyday;2016
Al-Arenan S., AlKathiri N., Al-Rashed Y., Doshi T.K., Alfawzan Z., Six S., Yermakov V.;"57211803677;57193988861;57193988606;56053451500;57193989748;57193989518;57193988676;";GCC-NEA oil trade: Competition in asian oil markets and the Russian ‘Pivot’ east;2016
Kolesnik A.;"57193934261;";Representation of Imperial past in British popular music culture of the 1970s;2016
Rodigina N., Saburova T.;"57193825067;57191312647;";"«We have talked about various modernities to our hearts' contents⋯» the discourse of ""modernity"" in the Russian ego-documents of the second half of the 19th - Early 20th centuries";2016
Ivanova J., Sokolov P.;"57191630262;57191626381;";The Jews and the Giants: Biblical events and versions of history;2016
Vasilyev A., Vasilyeva V.;"57193932090;57193930323;";"The images of ""the origins"" of Poland in the romanticist memorial narrative: Creation of the event";2016
Karpov I.A., Kozhevnikov M.V., Kazorin V.I., Nemov N.R.;"56005507700;57194509909;57194039605;57194503641;";Entity based sentiment analysis using syntax patterns and convolutional neural network;2016
Nikolenko S.;"13608710100;";ARTM vs. LDA: An SVD extension case study;2016
Maslinsky K., Ivaniushina V.;"57193845652;6603652997;";To remain as a teacher: Factors influencing attitudes towards leaving the teaching profession;2016
Kosaretsky S., Kupriyanov B., Filippova D.;"15058987600;57131078100;57193860632;";Specific features of child involvement in supplementary education depending on the cultural, educational, and financial status of families and place of living;2016
Nesterenko A.;"57193843218;";Extracting functional job roles from professional social networking sites profiles;2016
Karpov N., Babkin E., Demidovskij A.;"56337992700;6701533991;57193852113;";Evolvable semantic platform for facilitating knowledge exchange;2016
Makarov I., Polyakov P.;"57203060623;55409073700;";Smoothing voronoi-based path with minimized length and visibility using composite bezier curves;2016
Klyachko T.;"57193851043;";"How teachers should be paid: Commentary to gita steiner-khamsi's manuscript ""teach or perish: The stavka system and its impact on the quality of instruction references""";2016
Kashnitsky Y.;"56406485700;";Lazy learning of classification rules for complex structure data;2016
Koroleva D.;"56955559600;";Always online: Mobile technology and social media usage by modern teenagers at home and at school;2016
Klyshinsky E.S., Ermakov P.D., Lukashevich N.Yu., Karpik O.V.;"56397131900;57190621124;56291977100;57190619542;";The corpus of syntactic co-occurences: The first glance;2016
Bessudnov A., Malik V.;"55368558400;57193847118;";Socio-economic and gender inequalities in educational trajectories upon completion of lower secondary education in Russia;2016
Zaretsky Y.;"55988267400;";Fake academic degrees in the 18th century?;2016
Maloshonok N.;"56593096400;";How the use of internet and multimedia technology in education correlates with student engagement;2016
Safronov P., Sidorova K.;"57208056346;57193845246;";Subjective innovations: Pedagogical movement in the context of radical social change;2016
Romanov A.V.;"7202768829;";Ergodic properties of discrete dynamical systems and enveloping semigroups;2016
Sirotkin A., Musabirov I., Okopny P., Bulygin D., Ivanov V.;"55211091400;56543502400;56543628600;57148215000;57195101229;";Topic modeling for answers detection in online game chats;2016
Tyumeneva Y., Shkliaeva I.;"12790872300;57193860173;";Two approaches to the concept of knowledge application: Transfer and modeling. Overview and criticism;2016
Chirikov I.;"55615266900;";Letter of the guest editor to readers;2016
Suslova S.;"57193844352;";Collective co-production in russian schools;2016
Kashnitsky I., Mkrtchyan N., Leshukov O.;"56005450800;54788001400;57190431219;";Interregional youth migration in Russia: A comprehensive analysis of demographic statistical data;2016
Larina G.;"57193845184;";Analysis of real-world math problems: Theoretical model and classroom applications;2016
Moiseev G.;"57193849028;";Classification of e-commerce websites by product categories;2016
[автор не найден];[Отсутствует идентификатор автора];Managerial strategies of effective school principals;2016
Arkhangelsky A.;"57193851168;";Reading out of love Review of the book: Abelyuk Y. Praktika chteniya: Uchebnometodicheskoe posobie [the practice of reading: Study guide];2016
Pinskaya M., Ponomareva A., Kosaretsky S.;"56968021400;57193848454;15058987600;";Professional development and training for young teachers in Russia;2016
Ivaniushina V., Alexandrov D., Musabirov I.;"6603652997;9243817900;56543502400;";The structure of students' motivation: Expectancies and values in taking data science course;2016
Smirnov I., Sivak E., Kozmina Y.;"57193850740;55861772000;57193850232;";In search of lost profiles: The reliability of vkontakte data and its importance in educational research;2016
Lenskaya E., Brun I.;"55975712200;57193861502;";Are principals of russian schools ready for transformational leadership?;2016
Shmeleva E.;"57193859727;";Plagiarism and cheating in russian universities: The role of the learning environment and personal characteristics of students;2016
Kochergina E., Prakhov I.;"57192099316;56955534600;";Relationships between risk attitude, academic performance, and the likelihood of drop-outs;2016
Fursov K., Kadyrova A.;"22734005700;57225124666;";Evolution of advanced technology studies: Searching for a communication core;2016
Mikov A., Zamyatina E., Germanova D.;"8917568900;56650989100;57193847472;";Program tools for dynamic investigation of social networks1;2016
Dyachkova E.;"57193847304;";Managing endowment fund income in Universities;2016
Ivanova A., Kuznetsova M., Semenov S., Fedorova T.;"55964355900;57193860934;57193849935;57193844719;";School readiness of first-graders and associated factors: Identifying region-specific characteristics;2016
Krekhovets E., Poldin O.;"57193852062;55787103800;";Social capital of students in the light of social networks: Structure and key actors analysis;2016
Fadeeva M.;"57193856051;";Students of imperial moscow university in the legal framework of the russian empire: Surveillance from three angles;2016
Balyasin M., Carvalho L., Mihut G.;"57200548621;57104500100;57193852388;";Student experience: A new approach to evaluating the quality of erasmus mundus joint master degrees through survey research;2016
Maloshonok N.;"56593096400;";How perceptions of academic honesty at the University correlates with student engagement: Conceptualization and empirical research opportunities;2016
Kukhtoa A.V., Piperski A.Ch.;"57193825372;56292174100;";Phonological hodgepodge from Budapest;2016
Kalashnikov A.;"56103514100;";Arranging the onymic space in Dante Alighieri’s Divine Comedy: A classification for part Inferno [Uspořádání onymického prostoru v Alighieriho Božské komedii: klasifikace pro část Peklo];2016
Burov A.A., Guerman A.D., Kosenko I.I., Nikonov V.I.;"14120866400;6508339570;6602748639;56224480800;";Motion of spacecraft tethered to an asteroid;2016
Nikolsky I.M., Furmanov K.K.;"57220036419;55441274500;";On usage of singleboard computer clusters for internet of things data analysis;2016
Gevorkyan M.N., Gostev I.M., Korolkova A.V., Kulyabov D.S., Sevastianov L.A.;"57190004380;6602252369;36968057600;35194130800;8783969400;";Operating system plan9 as the implementation of the grid ideology;2016
Grines V.Z., Gurevich E.Ya., Pochinka O.V.;"55978243000;22979757300;6507516545;";On embedding Morse-Smale diffeomorphisms on the sphere in topological flows;2016
Nikolskii V., Vecher V., Stegailov V.;"57195808892;57063302900;6603823822;";Performance of MD-Algorithms on hybrid systems-on-chip Nvidia Tegra K1 & X1;2016
Vyrenkova A.S., Reznikova T.I.;"57193688707;6602439478;";An overview of the projects in linguistics supported by Russian Foundation for the Humanities in 2016;2016
Deviatko I.F.;"36612806100;";Social norms: From attempts of definition towards new theoretical questions and theories of normanivity;2016
Shabanova M.A.;"22951898600;";On a social mechanism associated with fostering innovative consumer practices in Russia;2016
Efendiev A.G., Balabanova E.S., Sorokin P.S.;"36008134200;13004746300;56509164400;";Social institutions: An analysis of social changes in Belgorod oblast;2016
Karacharovskiy V.V., Shkaratan O.I.;"56528491800;25936934700;";Creating national collective capital: Direct and latent contribution of nations' citizens to merit goods producing;2016
Vecher V., Nikolskii V., Stegailov V.;"57063302900;57195808892;6603823822;";GPU-accelerated molecular dynamics: Energy consumption and performance;2016
Shadrikov V.D., Kurginyan S.S.;"55571101400;57193311089;";Thought generating productivity in persons with different levels of intellectual development;2016
Afanasiev M.P., Shash N.N.;"57191169111;56712769200;";Program budgeting: New aspects of efficiency;2016
Nefedova T.G., Nikolaeva U.G., Pokrovskiy N.E.;"7003568917;57188718084;36458850000;";Intelligentsia in the space of non-urban Russia;2016
Gudova E.A.;"57194499619;";Effectiveness with a human face: Evolution of the notion in the organizational theory;2016
Avila A., Hubert P., Skripchenko A.;"7102247365;7102000914;55185138800;";On the hausdorff dimension of the Rauzy Gasket;2016
Dipoppa M., Szwed M., Gutkin B.S.;"36709501200;6603595068;55884887100;";Controlling working memory operations by selective gating: The roles of oscillations and synchrony;2016
Rodriges Zalipynis R.A.;"57197832000;";ChronosServer: Fast in situ processing of large multidimensional arrays with command line tools;2016
Goryainov V.B., Goryainova E.R.;"35974804800;6506405999;";Sign test for hypothesis about the order of equation in moving average model;2016
Ivannikov A., Kulagin V., Romanov A., Pozdneev B.;"7006407136;56912007700;55372881400;6603000188;";Algebraic models of digital system design debugging decomposition;2016
Battis M.;"56769927400;";The Aryan myth and Tajikistan: From a myth of empire to one national identity;2016
Pishnyak A.I.;"57193542130;";Parents percepted risks related to children's school education in Moscow;2016
Krivko R.N.;"55325572600;";Linguistic features of the earliest copy of the didactic gospel by constantine the presbyteros: From the East Slavic manuscript to the south Slavic archetype;2016
Tikhonova N.E., Karavay A.V.;"7006789882;57191285007;";Resources of Russians in times of crisis: Dynamics and role in adaptation to new conditions;2016
Kanovich M.;"56117921300;";The undecidability theorem for the Horn-like fragment of linear logic (Revisited);2016
Mareeva S.V.;"55951517900;";Monetary and non-monetary inequalities in Russians' lives;2016
Lezhnina Yu.P.;"35435138400;";"Socio-economic crisis in Russia: Problems of the population and ""pockets of concern""";2016
Beklaryan A.L., Akopov A.S.;"57193798068;47561181900;";Simulation of agent-rescuer behaviour in emergency based on modified fuzzy clustering;2016
Braverman A., Finkelberg M., Nakajima H.;"7005928142;6602282553;7404045427;";Instanton moduli spaces and V-Algebras;2016
Yurchenko A.N., Fedorova O.V., Kurgansky A.V., Machinskaya R.I.;"55521738000;35858071300;36843285500;6603207380;";Event-related potentials accompanying processing referentially ambiguous pronouns in Russian;2016
Ast R., Lifshits A., Lougovaya J.;"26033172400;57220320792;26033088900;";Codex tischendorfianus 1, rediscovered and revisited;2016
Martynova O., Balaev V., Sushiskaia-Tetereva A., Ivanitsky A.;"7005067326;55312315500;57193447075;7006504164;";Correlation of resting state functional connectivity with behavioral and psychological indices;2016
Strader J.M.;"57193425960;";Neoclassical price theory, effects, or judicial narrowing in US predation law;2016
Aminev D., Zhurkov A., Polesskiy S., Kulygin V., Kozyrev D.;"56818934800;57193385037;57190164867;57193381914;26040704400;";Comparative analysis of reliability prediction models for a distributed radio direction finding telecommunication system;2016
Gevorkyan M., Hnatich M., Gostev I.M., Demidova A.V., Korolkova A.V., Kulyabov D.S., Sevastianov L.A.;"57190004380;56453054200;6602252369;57191952809;36968057600;35194130800;8783969400;";The stochastic processes generation in OpenModelica;2016
Shtokhov A., Tsitovich I., Poryazov S.;"57193387896;6603934573;6506048517;";On the method of group polling upon the independent activity of sensors in unsynchronized wireless monitoring networks;2016
Ilyashenko Y.;"56260890300;";Towards the general theory of global planar bifurcations;2016
Grinin L.E., Korotayev A.V.;"24331544600;7003940480;";Revolution and democracy: Sociopolitical systems in the context of modernisation;2016
Zelenyi L.M., Malova H.V., Grigorenko E.E., Popov V.Yu.;"7004885025;6603449845;7005318576;7404533606;";Thin current sheets: From the work of Ginzburg and Syrovatskii to the present day;2016
Vakulenko E.S., Gurvich E.T.;"56538480700;56586707000;";Real wage flexibility in Russia: Comparative analysis;2016
Shadrikov V.D., Kurginyan S.S., Martynova O.V.;"55571101400;57193311089;7005067326;";Psychological studies of thought: Thoughts about a concept of thought;2016
Petrovsky V.A.;"13004410900;";Gaudi in psychology;2016
Gimpelson V.Ye.;"6506321819;";Structural change and inter-industry wage differentiation;2016
Barabashev A.G.;"36591711800;";Are existing administrative paradigms capable of producing the tools to resolve the contemporary administrative crisis?;2016
Ovsyannikova V.V.;"55557581200;";The effect of emotional state and dispositional joy on the speed of emotion recognition from facial expression;2016
Afanasiev M.P., Shash N.N.;"57191169111;56712769200;";Microeconomic effects of growing public debt on the Russian economy;2016
Khachaturova M.R.;"57193311008;";Third-party intervention strategies in solving interpersonal conflicts: A review of Russian and foreign studies;2016
Abankina I.V., Filatova L.M., Vynaryk V.A.;"55862160400;57159275600;57193312652;";State policy of higher education sector financing under the budgetary constraints;2016
Ovcharova L.N., Popova D.O., Rudberg A.M.;"36107327500;57193311603;57193319165;";Decomposition of income inequality in contemporary Russia;2016
Yudin G.;"33368406800;";Debt books and a book on debts;2016
Reznichenko S.I., Nartova-Bochaver S.K., Kuznetsova V.B.;"56955344700;6508023786;36053349100;";The instrument for assessment of home attachment;2016
Grigoryev L.M.;"28067845800;";Social inequality in the world - The interpretation of not-evident tendencies;2016
Radaev V.;"57198420405;";Relational exchange and the degree of embeddedness: An empirical study of supply chains;2016
Shumsky V.B., Ukolova E.M., Osin E.N., Lupandina Y.D.;"23398478800;57193273667;35737831400;57193273831;";Measuring existential fulfillment: An original Russian version of test of existential motivations;2016
Pilgun M.A., Gradoselskaya G.W.;"56178277300;57050349500;";Political communication on Facebook: Russian case [Comunicación política en la red social Facebook: segmento rusoparlante];2016
Starovoytenko E.B., Isaeva A.N.;"57193273173;57193276113;";"The model of analysis of personal relationships on the basis of ""oppositional principle""";2016
Kuzmina Yu.V.;"57193276706;";Big-frog-in-a-small-pond effect: Is it always good for a child to study in a strong class?;2016
Vasilevskaya E.Yu., Molchanova O.N.;"57193275896;6601955533;";Possible selves: Review of international studies;2016
Lebedeva N.M., Lepshokova Z.Kh., Galyapina V.N.;"8719892500;55982417800;50861052300;";Cultural and psychological factors of intergenerational value transmission among ethnic Russians in the North Caucasus;2016
Kotova M.V.;"57193271099;";Identity management strategies: Significance for the social identity theory and understanding of intergroup relations;2016
Gorbunova E.S., Volchenkova E.A.;"38361381100;57193279756;";"The role of working memory in the effect of ""misses in continued search""";2016
Novikov L.S., Chernik V.N., Voronina E.N., Vernigorov K.B., Yablokova M.Yu.;"7004980350;6602220816;23973983700;37103094300;6603573957;";Atomic oxygen influence on polymer nanocomposites with different fillers;2016
Stefanovich P.S.;"37095980800;";The political organization of rus' in the 10th century;2016
Babash A.V.;"6505880478;";Attainable upper estimate of the degree of distinguishability of a connected permutation automaton;2016
Baranov A.P., Baranov P.A.;"57077877300;57078089400;";Assessment of CRC error probability at minor distortion of information;2016
Nikolaev D., Akimova L., Mylov I., Kareva D., Azimov T.;"7004854137;57193225672;57193223602;57193231769;57193225822;";Factors of investments in automobile companies' R&D;2016
Baranov A.P., Baranov P.A.;"57077877300;57078089400;";Asymptotic assessments of CRC error probabilities in some telecommunication protocols;2016
Dabrowski M.;"7102470639;";Collapse of the ruble zone and its lessons;2016
Kagan M.Y.;"7102277369;";Unconventional superconductivity in low density electron systems and conventional superconductivity in hydrogen metallic alloys;2016
Vishlenkova E.A.;"55580882300;";Medical councils and doctors’ societies in Saint Petersburg in the first half of the 19th century;2016
Shehtman V.B.;"16470280300;";Bisimulation games and locally tabular logics;2016
Zevakhina N.;"57160174500;";The hypothesis of insubordination and three types of wh-exclamatives;2016
Marey A.V.;"55270372800;";From people to community: A description of the social order by thomas aquinas. part 1: Populus, respublica, multitudo;2016
Omelchenko E.;"56908457800;";Gender, sexuality, and intimacy in a women's penal colony in Russia;2016
Makurova A.;"57193119800;";Gadamer on friendship and solidarity: The increase in being in communal human life;2016
Lipasova A.;"57193121706;";Fatherhood models in the middle class of contemporary Russia;2016
Trotsuk I.;"56442765000;";"""To trust or not to trust"" is not the question; ""how to study trust"" is much more challenging task";2016
Ometov A.Ya., Andreev S.D., Turlikov A.M., Koucheryavy E.A.;"56028797300;27067535800;24436827500;6507253900;";Performance analysis of a wireless data aggregation system with contention for contemporary sensor networks;2016
Alexeyevsky D.A.;"36129370400;";BioNLP ontology extraction froma restricted language corpus with context-free grammars;2016
Shnurkov P.V., Zasypko V.V., Belousov V.V., Gorshenin A.K.;"6505915983;57193089330;56790443000;55178489300;";Development of the algorithm of numerical solution of the optimal investment control problem in the closed dynamical model of three-sector economy;2016
Shnurkov P.V., Gorshenin A.K., Belousov V.V.;"6505915983;55178489300;56790443000;";Analytical solution of the optimal control task of a semi-Markov process with finite set of states;2016
Mitsyuk A.A., Shugurov I.S.;"56380468400;57193014491;";On process model synthesis based on event logs with noise;2016
Shershakov S.A.;"56048275500;";DPMine graphical language for automation of experiments in process mining;2016
Goušchin V.;"26325401000;";Solon's law on stasis and the rise of Pisistratus in 561/60 BC;2016
Zinkina J., Korotayev A., Andreev A.;"37039918300;7003940480;57192997540;";Circumscription theory of the origins of the state: A cross-cultural re-analysis;2016
Korotayev A., Zinkina J., Andreev A.;"7003940480;37039918300;57192997540;";Secular cycles and millennial trends;2016
Goubko M.V., Kuznetsov S.O., Neznanov A.A., Ignatov D.I.;"57215334674;7202573378;55329014600;56926915100;";Bayesian Learning of Consumer Preferences for Residential Demand Response;2016
Marchuk N., Shirokov D.;"6602450293;25629062100;";Constant solutions of Yang-Mills equations and generalized Proca equations;2016
Gloukhov A.;"57192984681;";Non-priority of the freedom principles: Nonfrustration, non-interference, non-domination;2016
Raikov A.N., Avdeeva Z., Ermakov A.;"36806473600;26647340000;57192987050;";Big Data Refining on the Base of Cognitive Modeling;2016
Yaple Z.A., Vakhrushev R., Jolij J.;"57190490937;57190489797;15834346200;";"Corrigendum to ""Investigating emotional top down modulation of ambiguous faces by single pulse TMS on early visual cortices"" [Front. Neurosci., 2016, 10:305]. DOI: 10.3389/fnins.2016.00305";2016
Gokhberg L., Poliakova V., Zaichenko S., Suslov A.;"6508192345;57192975247;55904548800;57192974656;";Universities as actors of inclusive development in Russia;2016
Skripkin K.;"55916926200;";How environment influences on organizational design of educational institution: New analytical instruments;2016
Subbotin A., Osipov D.;"57204652931;24481886700;";Generalized Minimum Distance decoder in a DHA FH OFDMA employing concatenated coding;2016
